project_id,title,country,climate_bin,typology,massing_type,wwr_band,image_ids,plan_ids,tags,lat,lon
p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268,Songzhuang Z Museum Team Bldg 1030268 Interiors P Songzhuang Z Museum Team Bldg,unknown,unknown,unknown,unknown,unknown,"['i_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_interior_1', 'i_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_interior_2', 'i_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_interior_3', 'i_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_interior_4', 'i_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_p_songzhuang_z_museum_team_bldg_1030268_interiors_p_songzhuang_z_museum_team_bldg_1030268_interior_5']",[],[],28.4671999,119.92293
p_soochow_university_future_campus_phase_1_1034782_diagrams_p_soochow_university_future_campus_phase_1_1034782,Soochow University Future Campus Phase 1 1034782 Diagrams P Soochow University Future Campus Phase 1,unknown,unknown,unknown,unknown,unknown,"['i_p_soochow_university_future_campus_phase_1_1034782_diagrams_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_diagrams_p_soochow_university_future_campus_phase_1_1034782_diagram_1', 'i_p_soochow_university_future_campus_phase_1_1034782_diagrams_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_diagrams_p_soochow_university_future_campus_phase_1_1034782_diagram_2']",[],[],31.303257,120.651928
p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782,Soochow University Future Campus Phase 1 1034782 Exteriors P Soochow University Future Campus Phase 1,unknown,unknown,unknown,unknown,unknown,"['i_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_exterior_1', 'i_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_exterior_2', 'i_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_exterior_3', 'i_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_exterior_4', 'i_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_exteriors_p_soochow_university_future_campus_phase_1_1034782_exterior_5']",[],[],31.303257,120.651928
p_soochow_university_future_campus_phase_1_1034782_interiors_p_soochow_university_future_campus_phase_1_1034782,Soochow University Future Campus Phase 1 1034782 Interiors P Soochow University Future Campus Phase 1,unknown,unknown,unknown,unknown,unknown,"['i_p_soochow_university_future_campus_phase_1_1034782_interiors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_interiors_p_soochow_university_future_campus_phase_1_1034782_interior_1', 'i_p_soochow_university_future_campus_phase_1_1034782_interiors_p_soochow_university_future_campus_phase_1_1034782_p_soochow_university_future_campus_phase_1_1034782_interiors_p_soochow_university_future_campus_phase_1_1034782_interior_2']",[],[],31.303257,120.651928
p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115,South East Centre For Contemporary Art S 1035115 Exteriors P South East Centre For Contemporary Art S,unknown,unknown,unknown,unknown,unknown,"['i_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_exterior_1', 'i_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_exterior_2', 'i_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_exterior_3', 'i_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_exterior_4', 'i_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_exteriors_p_south_east_centre_for_contemporary_art_s_1035115_exterior_5']",[],[],-36.6742897,149.8432479
p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115,South East Centre For Contemporary Art S 1035115 Interiors P South East Centre For Contemporary Art S,unknown,unknown,unknown,unknown,unknown,"['i_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_interior_1', 'i_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_interior_2', 'i_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_interior_3', 'i_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_interior_4', 'i_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_p_south_east_centre_for_contemporary_art_s_1035115_interiors_p_south_east_centre_for_contemporary_art_s_1035115_interior_5']",[],[],-36.6742897,149.8432479
p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813,St Louis Symphony Orchestra S Powell Hal 1034813 Diagrams P St Louis Symphony Orchestra S Powell Hal,unknown,unknown,unknown,unknown,unknown,"['i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagram_1', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagram_2', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagrams_p_st_louis_symphony_orchestra_s_powell_hal_1034813_diagram_3']",[],[],38.62742799999999,-90.1982439
p_st_louis_symphony_orchestra_s_powell_hal_1034813_exteriors_p_st_louis_symphony_orchestra_s_powell_hal_1034813,St Louis Symphony Orchestra S Powell Hal 1034813 Exteriors P St Louis Symphony Orchestra S Powell Hal,unknown,unknown,unknown,unknown,unknown,"['i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exteriors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exteriors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exterior_1', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exteriors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exteriors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_exterior_2']",[],[],38.62742799999999,-90.1982439
p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813,St Louis Symphony Orchestra S Powell Hal 1034813 Interiors P St Louis Symphony Orchestra S Powell Hal,unknown,unknown,unknown,unknown,unknown,"['i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interior_1', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interior_2', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interior_3', 'i_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interiors_p_st_louis_symphony_orchestra_s_powell_hal_1034813_interior_4']",[],[],38.62742799999999,-90.1982439
p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136,Stasys Museum Implmnt Architects 1023136 Diagrams P Stasys Museum Implmnt Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_diagram_1', 'i_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_diagram_2', 'i_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_diagrams_p_stasys_museum_implmnt_architects_1023136_diagram_3']",[],[],55.7347915,24.3574773
p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136,Stasys Museum Implmnt Architects 1023136 Exteriors P Stasys Museum Implmnt Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_exterior_1', 'i_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_exterior_2', 'i_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_exteriors_p_stasys_museum_implmnt_architects_1023136_exterior_3']",[],[],55.7347915,24.3574773
p_stasys_museum_implmnt_architects_1023136_interiors_p_stasys_museum_implmnt_architects_1023136,Stasys Museum Implmnt Architects 1023136 Interiors P Stasys Museum Implmnt Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_stasys_museum_implmnt_architects_1023136_interiors_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_interiors_p_stasys_museum_implmnt_architects_1023136_interior_1', 'i_p_stasys_museum_implmnt_architects_1023136_interiors_p_stasys_museum_implmnt_architects_1023136_p_stasys_museum_implmnt_architects_1023136_interiors_p_stasys_museum_implmnt_architects_1023136_interior_2']",[],[],55.7347915,24.3574773
p_suite_9_at_delft_university_of_technolog_1034579_diagrams_p_suite_9_at_delft_university_of_technolog_1034579,Suite 9 At Delft University Of Technolog 1034579 Diagrams P Suite 9 At Delft University Of Technolog,unknown,unknown,unknown,unknown,unknown,"['i_p_suite_9_at_delft_university_of_technolog_1034579_diagrams_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_diagrams_p_suite_9_at_delft_university_of_technolog_1034579_diagram_1', 'i_p_suite_9_at_delft_university_of_technolog_1034579_diagrams_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_diagrams_p_suite_9_at_delft_university_of_technolog_1034579_diagram_2']",[],[],52.01157689999999,4.3570677
p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579,Suite 9 At Delft University Of Technolog 1034579 Exteriors P Suite 9 At Delft University Of Technolog,unknown,unknown,unknown,unknown,unknown,"['i_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_exterior_1', 'i_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_exterior_2', 'i_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_exterior_3', 'i_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_exterior_4', 'i_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_exteriors_p_suite_9_at_delft_university_of_technolog_1034579_exterior_5']",[],[],52.01157689999999,4.3570677
p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579,Suite 9 At Delft University Of Technolog 1034579 Interiors P Suite 9 At Delft University Of Technolog,unknown,unknown,unknown,unknown,unknown,"['i_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_interior_1', 'i_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_interior_2', 'i_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_interior_3', 'i_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_p_suite_9_at_delft_university_of_technolog_1034579_interiors_p_suite_9_at_delft_university_of_technolog_1034579_interior_4']",[],[],52.01157689999999,4.3570677
p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114,Sun Tower Open Architecture 1023114 Diagrams P Sun Tower Open Architecture,unknown,unknown,unknown,unknown,unknown,"['i_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_diagram_1', 'i_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_diagram_2', 'i_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_diagrams_p_sun_tower_open_architecture_1023114_diagram_3']",[],[],26.8157713,27.8600809
p_sun_tower_open_architecture_1023114_exteriors_p_sun_tower_open_architecture_1023114,Sun Tower Open Architecture 1023114 Exteriors P Sun Tower Open Architecture,unknown,unknown,unknown,unknown,unknown,"['i_p_sun_tower_open_architecture_1023114_exteriors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_exteriors_p_sun_tower_open_architecture_1023114_exterior_1', 'i_p_sun_tower_open_architecture_1023114_exteriors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_exteriors_p_sun_tower_open_architecture_1023114_exterior_2']",[],[],26.8157713,27.8600809
p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114,Sun Tower Open Architecture 1023114 Interiors P Sun Tower Open Architecture,unknown,unknown,unknown,unknown,unknown,"['i_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_interior_1', 'i_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_interior_2', 'i_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_interior_3', 'i_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_interior_4', 'i_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_p_sun_tower_open_architecture_1023114_interiors_p_sun_tower_open_architecture_1023114_interior_5']",[],[],26.8157713,27.8600809
p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586,Sunner Museum Atelier Alter Architects 1029586 Diagrams P Sunner Museum Atelier Alter Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_diagram_1', 'i_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_diagram_2', 'i_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_diagrams_p_sunner_museum_atelier_alter_architects_1029586_diagram_3']",[],[],0.0,0.0
p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586,Sunner Museum Atelier Alter Architects 1029586 Exteriors P Sunner Museum Atelier Alter Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_exterior_1', 'i_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_exterior_2', 'i_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_exterior_3', 'i_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_exterior_4', 'i_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_exteriors_p_sunner_museum_atelier_alter_architects_1029586_exterior_5']",[],[],0.0,0.0
p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586,Sunner Museum Atelier Alter Architects 1029586 Interiors P Sunner Museum Atelier Alter Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_interior_1', 'i_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_interior_2', 'i_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_p_sunner_museum_atelier_alter_architects_1029586_interiors_p_sunner_museum_atelier_alter_architects_1029586_interior_3']",[],[],0.0,0.0
p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027,Tcdd Temporary Offices Art Galleries Erh 1035027 Exteriors P Tcdd Temporary Offices Art Galleries Erh,unknown,unknown,unknown,unknown,unknown,"['i_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_exterior_1', 'i_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_exterior_2', 'i_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_exterior_3', 'i_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_exterior_4', 'i_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_exteriors_p_tcdd_temporary_offices_art_galleries_erh_1035027_exterior_5']",[],[],38.963745,35.243322
p_tcdd_temporary_offices_art_galleries_erh_1035027_interiors_p_tcdd_temporary_offices_art_galleries_erh_1035027,Tcdd Temporary Offices Art Galleries Erh 1035027 Interiors P Tcdd Temporary Offices Art Galleries Erh,unknown,unknown,unknown,unknown,unknown,"['i_p_tcdd_temporary_offices_art_galleries_erh_1035027_interiors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_interiors_p_tcdd_temporary_offices_art_galleries_erh_1035027_interior_1', 'i_p_tcdd_temporary_offices_art_galleries_erh_1035027_interiors_p_tcdd_temporary_offices_art_galleries_erh_1035027_p_tcdd_temporary_offices_art_galleries_erh_1035027_interiors_p_tcdd_temporary_offices_art_galleries_erh_1035027_interior_2']",[],[],38.963745,35.243322
p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500,Temple Complex And Community Center Nard 1034500 Diagrams P Temple Complex And Community Center Nard,unknown,unknown,unknown,unknown,unknown,"['i_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_diagram_1', 'i_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_diagram_2', 'i_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_diagrams_p_temple_complex_and_community_center_nard_1034500_diagram_3']",[],[],23.2156354,72.63694149999999
p_temple_complex_and_community_center_nard_1034500_exteriors_p_temple_complex_and_community_center_nard_1034500,Temple Complex And Community Center Nard 1034500 Exteriors P Temple Complex And Community Center Nard,unknown,unknown,unknown,unknown,unknown,"['i_p_temple_complex_and_community_center_nard_1034500_exteriors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_exteriors_p_temple_complex_and_community_center_nard_1034500_exterior_1', 'i_p_temple_complex_and_community_center_nard_1034500_exteriors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_exteriors_p_temple_complex_and_community_center_nard_1034500_exterior_2']",[],[],23.2156354,72.63694149999999
p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500,Temple Complex And Community Center Nard 1034500 Interiors P Temple Complex And Community Center Nard,unknown,unknown,unknown,unknown,unknown,"['i_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_interior_1', 'i_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_interior_2', 'i_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_interior_3', 'i_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_interior_4', 'i_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_p_temple_complex_and_community_center_nard_1034500_interiors_p_temple_complex_and_community_center_nard_1034500_interior_5']",[],[],23.2156354,72.63694149999999
p_the_chapel_berger_parkkinen_architects_1034229_diagrams_p_the_chapel_berger_parkkinen_architects_1034229,The Chapel Berger Parkkinen Architects 1034229 Diagrams P The Chapel Berger Parkkinen Architects,unknown,unknown,unknown,unknown,unknown,['i_p_the_chapel_berger_parkkinen_architects_1034229_diagrams_p_the_chapel_berger_parkkinen_architects_1034229_p_the_chapel_berger_parkkinen_architects_1034229_diagrams_p_the_chapel_berger_parkkinen_architects_1034229_diagram_1'],[],[],47.516231,14.550072
